"2014-02-13 09:00:00","2014-02-13 18:00:00","9.0"
"2014-02-14 09:00:00","2014-02-14 18:00:00","9.0"
"2014-02-19 09:00:00","2014-02-19 18:00:00","9.0"
"2014-02-20 09:00:00","2014-02-20 18:00:00","9.0"
"2014-02-21 09:00:00","2014-02-21 18:00:00","9.0"
"2014-02-26 09:00:00","2014-02-26 18:00:00","9.0"
"2014-02-27 09:00:00","2014-02-27 18:00:00","9.0"
"2014-02-28 09:00:00","2014-02-28 18:00:00","9.0"
"2014-03-05 09:00:00","2014-03-05 18:00:00","9.0"
"2014-03-06 09:00:00","2014-03-06 18:00:00","9.0"
"2014-03-07 09:00:00","2014-03-07 18:00:00","9.0"
"2014-03-12 09:00:00","2014-03-12 18:00:00","9.0"
"2014-03-13 09:00:00","2014-03-13 18:00:00","9.0"
"2014-03-14 09:00:00","2014-03-14 18:00:00","9.0"
"2014-03-19 09:00:00","2014-03-19 18:00:00","9.0"
"2014-03-20 09:00:00","2014-03-20 18:00:00","9.0"
"2014-03-21 09:00:00","2014-03-21 18:00:00","9.0"
"2014-03-26 09:00:00","2014-03-26 18:00:00","9.0"
"2014-03-27 09:00:00","2014-03-27 18:00:00","9.0"
"2014-03-28 09:00:00","2014-03-28 18:00:00","9.0"
"2014-04-02 09:00:00","2014-04-02 18:00:00","9.0"
"2014-04-03 09:00:00","2014-04-03 18:00:00","9.0"
"2014-04-04 09:00:00","2014-04-04 18:00:00","9.0"
"2014-04-09 09:00:00","2014-04-09 18:00:00","9.0"
"2014-04-10 09:00:00","2014-04-10 18:00:00","9.0"
"2014-04-11 09:00:00","2014-04-11 18:00:00","9.0"
"2014-04-16 09:00:00","2014-04-16 18:00:00","9.0"
"2014-04-17 09:00:00","2014-04-17 18:00:00","9.0"
"2014-04-18 09:00:00","2014-04-18 18:00:00","9.0"
"2014-04-23 09:00:00","2014-04-23 18:00:00","9.0"
"2014-04-24 09:00:00","2014-04-24 18:00:00","9.0"
"2014-04-25 09:00:00","2014-04-25 18:00:00","9.0"
"2014-04-30 09:00:00","2014-04-30 18:00:00","9.0"
"2014-05-01 09:00:00","2014-05-01 18:00:00","9.0"
"2014-05-02 09:00:00","2014-05-02 18:00:00","9.0"
"2014-05-07 09:00:00","2014-05-07 18:00:00","9.0"
"2014-05-08 09:00:00","2014-05-08 18:00:00","9.0"
"2014-05-09 09:00:00","2014-05-09 18:00:00","9.0"
"2014-05-14 09:00:00","2014-05-14 18:00:00","9.0"
"2014-05-15 09:00:00","2014-05-15 18:00:00","9.0"
"2014-05-16 09:00:00","2014-05-16 18:00:00","9.0"
"2014-05-21 09:00:00","2014-05-21 18:00:00","9.0"
"2014-05-22 09:00:00","2014-05-22 18:00:00","9.0"
"2014-05-23 09:00:00","2014-05-23 18:00:00","9.0"
"2014-05-28 09:00:00","2014-05-28 18:00:00","9.0"
"2014-05-29 09:00:00","2014-05-29 18:00:00","9.0"
"2014-05-30 09:00:00","2014-05-30 18:00:00","9.0"
"2014-06-04 09:00:00","2014-06-04 18:00:00","9.0"
"2014-06-05 09:00:00","2014-06-05 18:00:00","9.0"
"2014-06-06 09:00:00","2014-06-06 18:00:00","9.0"
"2014-06-11 09:00:00","2014-06-11 18:00:00","9.0"
"2014-06-12 09:00:00","2014-06-12 18:00:00","9.0"
"2014-06-13 09:00:00","2014-06-13 18:00:00","9.0"
"2014-06-18 09:00:00","2014-06-18 18:00:00","9.0"
"2014-06-19 09:00:00","2014-06-19 18:00:00","9.0"
"2014-06-20 09:00:00","2014-06-20 18:00:00","9.0"
"2014-06-25 09:00:00","2014-06-25 18:00:00","9.0"
"2014-06-26 09:00:00","2014-06-26 18:00:00","9.0"
"2014-06-27 09:00:00","2014-06-27 18:00:00","9.0"
"2014-07-02 09:00:00","2014-07-02 18:00:00","9.0"
"2014-07-03 09:00:00","2014-07-03 18:00:00","9.0"
"2014-07-04 09:00:00","2014-07-04 18:00:00","9.0"
"2014-07-09 09:00:00","2014-07-09 18:00:00","9.0"
"2014-07-10 09:00:00","2014-07-10 18:00:00","9.0"
"2014-07-11 09:00:00","2014-07-11 18:00:00","9.0"
"2014-07-16 09:00:00","2014-07-16 18:00:00","9.0"
"2014-07-17 09:00:00","2014-07-17 18:00:00","9.0"
"2014-07-18 09:00:00","2014-07-18 18:00:00","9.0"
"2014-07-23 09:00:00","2014-07-23 18:00:00","9.0"
"2014-07-24 09:00:00","2014-07-24 18:00:00","9.0"
"2014-07-25 09:00:00","2014-07-25 18:00:00","9.0"
"2014-07-30 09:00:00","2014-07-30 18:00:00","9.0"
"2014-07-31 09:00:00","2014-07-31 18:00:00","9.0"
"2014-08-01 09:00:00","2014-08-01 18:00:00","9.0"
"2014-08-06 09:00:00","2014-08-06 18:00:00","9.0"
"2014-08-07 09:00:00","2014-08-07 18:00:00","9.0"
"2014-08-08 09:00:00","2014-08-08 18:00:00","9.0"
"2014-08-13 09:00:00","2014-08-13 18:00:00","9.0"
"2014-08-14 09:00:00","2014-08-14 18:00:00","9.0"
"2014-08-15 09:00:00","2014-08-15 18:00:00","9.0"
"2014-08-20 09:00:00","2014-08-20 18:00:00","9.0"
"2014-08-21 09:00:00","2014-08-21 18:00:00","9.0"
"2014-08-22 09:00:00","2014-08-22 18:00:00","9.0"
"2014-08-27 09:00:00","2014-08-27 18:00:00","9.0"
"2014-08-28 09:00:00","2014-08-28 18:00:00","9.0"
"2014-08-29 09:00:00","2014-08-29 18:00:00","9.0"
"2014-09-03 09:00:00","2014-09-03 18:00:00","9.0"
"2014-09-04 09:00:00","2014-09-04 18:00:00","9.0"
"2014-09-05 09:00:00","2014-09-05 18:00:00","9.0"
"2014-09-10 09:00:00","2014-09-10 18:00:00","9.0"
"2014-09-11 09:00:00","2014-09-11 18:00:00","9.0"
"2014-09-12 09:00:00","2014-09-12 18:00:00","9.0"
"2014-09-17 09:00:00","2014-09-17 18:00:00","9.0"
"2014-09-18 09:00:00","2014-09-18 18:00:00","9.0"
"2014-09-19 09:00:00","2014-09-19 18:00:00","9.0"
"2014-09-24 09:00:00","2014-09-24 18:00:00","9.0"
"2014-09-25 09:00:00","2014-09-25 18:00:00","9.0"
"2014-09-26 09:00:00","2014-09-26 18:00:00","9.0"
"2014-10-01 09:00:00","2014-10-01 18:00:00","9.0"
"2014-10-02 09:00:00","2014-10-02 18:00:00","9.0"
"2014-10-03 09:00:00","2014-10-03 18:00:00","9.0"
"2014-10-08 09:00:00","2014-10-08 18:00:00","9.0"
"2014-10-09 09:00:00","2014-10-09 18:00:00","9.0"
"2014-10-10 09:00:00","2014-10-10 18:00:00","9.0"
"2014-10-15 09:00:00","2014-10-15 18:00:00","9.0"
"2014-10-16 09:00:00","2014-10-16 18:00:00","9.0"
"2014-10-17 09:00:00","2014-10-17 18:00:00","9.0"
"2014-10-22 09:00:00","2014-10-22 18:00:00","9.0"
"2014-10-23 09:00:00","2014-10-23 18:00:00","9.0"
"2014-10-24 09:00:00","2014-10-24 18:00:00","9.0"
"2014-10-29 09:00:00","2014-10-29 18:00:00","9.0"
"2014-10-30 09:00:00","2014-10-30 18:00:00","9.0"
"2014-10-31 09:00:00","2014-10-31 18:00:00","9.0"
"2014-11-05 09:00:00","2014-11-05 18:00:00","9.0"
"2014-11-06 09:00:00","2014-11-06 18:00:00","9.0"
"2014-11-07 09:00:00","2014-11-07 18:00:00","9.0"
"2014-11-12 09:00:00","2014-11-12 18:00:00","9.0"
"2014-11-13 09:00:00","2014-11-13 18:00:00","9.0"
"2014-11-14 09:00:00","2014-11-14 18:00:00","9.0"
"2014-11-19 09:00:00","2014-11-19 18:00:00","9.0"
"2014-11-20 09:00:00","2014-11-20 18:00:00","9.0"
"2014-11-21 09:00:00","2014-11-21 18:00:00","9.0"
"2014-11-26 09:00:00","2014-11-26 18:00:00","9.0"
"2014-11-27 09:00:00","2014-11-27 18:00:00","9.0"
"2014-11-28 09:00:00","2014-11-28 18:00:00","9.0"
"2014-12-03 09:00:00","2014-12-03 18:00:00","9.0"
"2014-12-04 09:00:00","2014-12-04 18:00:00","9.0"
"2014-12-05 09:00:00","2014-12-05 18:00:00","9.0"
"2014-12-10 09:00:00","2014-12-10 18:00:00","9.0"
"2014-12-11 09:00:00","2014-12-11 18:00:00","9.0"
"2014-12-12 09:00:00","2014-12-12 18:00:00","9.0"
"2014-12-17 09:00:00","2014-12-17 18:00:00","9.0"
"2014-12-18 09:00:00","2014-12-18 18:00:00","9.0"
"2014-12-19 09:00:00","2014-12-19 18:00:00","9.0"
"2014-12-24 09:00:00","2014-12-24 18:00:00","9.0"
"2015-01-01 09:00:00","2015-01-01 18:00:00","9.0"
"2015-01-02 09:00:00","2015-01-02 18:00:00","9.0"
"2015-01-07 09:00:00","2015-01-07 18:00:00","9.0"
"2015-01-08 09:00:00","2015-01-08 18:00:00","9.0"
"2015-01-09 09:00:00","2015-01-09 18:00:00","9.0"
"2015-01-14 09:00:00","2015-01-14 18:00:00","9.0"
"2015-01-15 09:00:00","2015-01-15 18:00:00","9.0"
"2015-01-16 09:00:00","2015-01-16 18:00:00","9.0"
"2015-01-21 09:00:00","2015-01-21 18:00:00","9.0"
"2015-01-22 09:00:00","2015-01-22 18:00:00","9.0"
"2015-01-23 09:00:00","2015-01-23 18:00:00","9.0"
"2015-01-28 09:00:00","2015-01-28 18:00:00","9.0"
"2015-01-29 09:00:00","2015-01-29 18:00:00","9.0"
"2015-01-30 09:00:00","2015-01-30 18:00:00","9.0"
"2015-02-04 09:00:00","2015-02-04 18:00:00","9.0"
"2015-02-05 09:00:00","2015-02-05 18:00:00","9.0"
"2015-02-06 09:00:00","2015-02-06 18:00:00","9.0"
"2015-02-11 09:00:00","2015-02-11 18:00:00","9.0"
"2015-02-12 09:00:00","2015-02-12 18:00:00","9.0"
"2015-02-13 09:00:00","2015-02-13 18:00:00","9.0"
"2015-02-18 09:00:00","2015-02-18 18:00:00","9.0"
"2015-02-19 09:00:00","2015-02-19 18:00:00","9.0"
"2015-02-20 09:00:00","2015-02-20 18:00:00","9.0"
"2015-02-25 09:00:00","2015-02-25 18:00:00","9.0"
"2015-02-26 09:00:00","2015-02-26 18:00:00","9.0"
"2015-02-27 09:00:00","2015-02-27 18:00:00","9.0"
